"Name of the Institution","Program","Level","Accreditation Status","Accreditation Period"
"R.V.S COLLEGE OF ENGINEERING AND TECHNOLOGY (DINDIGUL)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"R.V.S COLLEGE OF ENGINEERING AND TECHNOLOGY (DINDIGUL)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"R.V.S COLLEGE OF ENGINEERING AND TECHNOLOGY (DINDIGUL)","ELECTRONICS AND INSTRUMENTATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"R.V.S COLLEGE OF ENGINEERING AND TECHNOLOGY (DINDIGUL)","TEXTILE TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"R.V.S COLLEGE OF ENGINEERING AND TECHNOLOGY (DINDIGUL)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"RAJA COLLEGE OF ENGINEERING AND TECHNOLOGY (MADURAI)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 15-3-2012"
"RAJA COLLEGE OF ENGINEERING AND TECHNOLOGY (MADURAI)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 15-3-2012"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.19-3-2004"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.19-3-2004"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.19-3-2004"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.27-7-2006"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.27-7-2006"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.19-7-2008"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.19-7-2008"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-9-2011"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","Civil Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2014-15 and 2015-16, i.e., upto 30-06-2016"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","Academic Year 2016-17, 2017-18 and 2018-19, i.e., upto 30-06-2019; Further accredited from Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","Information Technology","Under Graduate","ACCREDITED","Academic Year 2016-17, 2017-18 and 2018-19, i.e., upto 30-06-2019; Further accredited from Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","Automobile Engineering","Under Graduate","ACCREDITED","Academic Year 2014-15, 2015-16 and 2016-17, i.e., upto 30-06-2017; Further Accredited for Academic Years 2017-18, 2018-19, 2019-20, 2020-21 and 2020-22, i.e., upto 30-06-2022"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","Biomedical Engineering","Under Graduate","ACCREDITED","Academic Year 2014-15, 2015-16 and 2016-17, i.e., upto 30-06-2017; Further Accredited for Academic Years 2017-18, 2018-19, 2019-20, 2020-21 and 2020-22, i.e., upto 30-06-2022"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","Biotechnology","Under Graduate","ACCREDITED","Academic Year 2014-15, 2015-16 and 2016-17, i.e., upto 30-06-2017; Further Accredited for Academic Years 2017-18, 2018-19, 2019-20, 2020-21 and 2020-22, i.e., upto 30-06-2022"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","Aeronautical Engineering","Under Graduate","ACCREDITED","Academic Year 2014-15, 2015-16 and 2016-17, i.e., upto 30-06-2017; Further Accredited for Academic Years 2017-18, 2018-19, 2019-20, 2020-21 and 2020-22, i.e., upto 30-06-2022"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Year 2014-15, 2015-16 and 2016-17, i.e., upto 30-06-2017; Further Accredited for Academic Years 2017-18, 2018-19, 2019-20, 2020-21 and 2020-22, i.e., upto 30-06-2022"
"RAJALAKSHMI ENGINEERING COLLEGE (CHENNAI)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2014-15, 2015-16 and 2016-17, i.e., upto 30-06-2017; Further Accredited for Academic Years 2017-18, 2018-19, 2019-20, 2020-21 and 2020-22, i.e., upto 30-06-2022"
"RAJALAKSHMI ENGINEERING COLLEGE, CHENNAI, Tamil Nadu (Chennai)","AERONAUTICAL ENGINEERING","UG","ACCREDITED","Academic Years 2017-18, 2018-19 and 2019-20, i.e., upto 30-06-2020"
"RAJALAKSHMI ENGINEERING COLLEGE, CHENNAI, Tamil Nadu (Chennai)","AUTOMOBILE ENGINEERING","UG","ACCREDITED","Academic Years 2017-18, 2018-19 and 2019-20, i.e., upto 30-06-2020"
"RAJALAKSHMI ENGINEERING COLLEGE, CHENNAI, Tamil Nadu (Chennai)","Biomedical Engineering","UG","ACCREDITED","Academic Years 2017-18, 2018-19 and 2019-20, i.e., upto 30-06-2020"
"RAJALAKSHMI ENGINEERING COLLEGE, CHENNAI, Tamil Nadu (Chennai)","BIOTECHNOLOGY","UG","ACCREDITED","Academic Years 2017-18, 2018-19 and 2019-20, i.e., upto 30-06-2020"
"RAJALAKSHMI ENGINEERING COLLEGE, CHENNAI, Tamil Nadu (Chennai)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","Academic Years 2017-18, 2018-19 and 2019-20, i.e., upto 30-06-2020"
